srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt
134744072,2887713124,443,59688,TCP,1684515075000,267.446,298,37835
2887713124,134744072,59688,443,TCP,1684515075000,267.427,173,15908
2887713124,2928287151,34084,443,TCP,1684515133000,231.629,135,13358
2928287151,2887713124,443,34084,TCP,1684515133000,231.629,109,15891
2887713124,2928287151,55408,443,TCP,1684515380000,28.691,23,2115
2928287151,2887713124,443,55408,TCP,1684515381000,28.687,19,5913
760880640,2887713124,443,50974,TCP,1684515403000,51.793,24,5318
1586237199,2887713124,443,42598,TCP,1684515427000,74.406,45,6460
2887713124,760880640,50974,443,TCP,1684515403000,51.885,28,2447
2887713124,1586237199,42598,443,TCP,1684515427000,74.414,47,3644
2887713124,2184912891,50420,443,TCP,1684515397000,30.861,15,1234
2184912891,2887713124,443,50420,TCP,1684515398000,30.601,12,4133
2507173900,2887713124,443,51680,TCP,1684515481000,31.018,13,4788
2887713124,2507173900,51680,443,TCP,1684515481000,31.021,16,1260
134744072,2887713124,443,59688,TCP,1684515353000,259.445,274,35146
2887713124,134744072,59688,443,TCP,1684515353000,259.444,164,14889
2887713124,1586237068,49192,443,TCP,1684515600000,14.751,27,2267
2887713124,3118770344,46724,443,TCP,1684515488000,100.846,80,6850
1586237068,2887713124,443,49192,TCP,1684515600000,14.754,23,4730
3118770344,2887713124,443,46724,TCP,1684515488000,100.841,58,12280
2887713124,3118770344,46724,443,TCP,1684515619000,0.006,3,119
3118770344,2887713124,443,46724,TCP,1684515619000,0.0,1,32
3741648133,2887713124,443,33128,TCP,1684515862000,38.59,29,4903
134744072,2887713124,443,59688,TCP,1684515617000,289.854,323,40911
2887713124,3741648133,33128,443,TCP,1684515862000,38.685,34,2633
2887713124,134744072,59688,443,TCP,1684515617000,289.854,189,17634
2887713124,1586237068,49192,443,TCP,1684515615000,264.291,212,14810
1586237068,2887713124,443,49192,TCP,1684515615000,264.055,173,18310
3741648133,2887713124,443,33128,TCP,1684515913000,284.071,177,16789
134744072,2887713124,443,59688,TCP,1684515907000,293.253,342,43996
3110066731,2887713124,443,50998,TCP,1684516119000,33.141,16,4639
3586441056,2887713124,443,38766,TCP,1684516176000,1.155,12,5847
2887713124,3741648133,33128,443,TCP,1684515913000,288.221,221,16042
2887713124,134744072,59688,443,TCP,1684515907000,293.243,207,18607
2887713124,3110066731,50998,443,TCP,1684516119000,33.365,22,1898
2887713124,3586441056,38766,443,TCP,1684516176000,1.097,14,1600
3586441056,2887713124,443,38766,TCP,1684516208000,0.998,2,64
2887713124,3586441056,38766,443,TCP,1684516207000,1.025,4,152
134744072,2887713124,443,59688,TCP,1684516205000,80.382,37,4510
2887713124,134744072,59688,443,TCP,1684516205000,80.386,24,2095
2456824066,2887713124,443,50700,TCP,1684516283000,18.597,22,9928
3741648133,2887713124,443,33128,TCP,1684516201000,109.226,82,7608
2887713124,2456824066,50700,443,TCP,1684516283000,18.599,25,1765
2887713124,3741648133,33128,443,TCP,1684516201000,109.226,101,6941
2456824066,2887713124,443,59170,TCP,1684516301000,27.593,36,11440
2887713124,2456824066,59170,443,TCP,1684516301000,27.595,36,2522
2338577992,2887713124,443,53878,TCP,1684516331000,10.614,17,5988
2887713124,2338577992,53878,443,TCP,1684516331000,10.695,19,1393
2887713124,2297717106,44680,443,TCP,1684516342000,7.193,14,1238
2887713124,83968767,48364,443,TCP,1684516321000,31.683,16,1288
2297717106,2887713124,443,44680,TCP,1684516342000,7.149,12,6818
83968767,2887713124,443,48364,TCP,1684516321000,31.418,14,7127
755707147,2887713124,443,48588,TCP,1684516348000,30.618,14,4011
2887713124,755707147,48588,443,TCP,1684516348000,30.877,16,1249
2887713124,2890106525,41670,443,TCP,1684516351000,86.987,49,3626
2890106525,2887713124,443,41670,TCP,1684516351000,86.978,46,12543
134744072,2887713124,443,40100,TCP,1684516292000,279.354,307,43950
2887713124,134744072,40100,443,TCP,1684516292000,284.392,190,17589
3741648133,2887713124,443,45518,TCP,1684516410000,314.334,193,21141
2887713124,3741648133,45518,443,TCP,1684516410000,314.424,234,17027
3741648133,2887713124,443,45518,TCP,1684516740000,14.779,4,152
2887713124,3741648133,45518,443,TCP,1684516740000,14.779,6,180
1495696166,2887713124,443,55814,TCP,1684516789000,2.903,12,5823
2887713124,1495696166,55814,443,TCP,1684516789000,2.905,15,994
134744072,2887713124,443,40100,TCP,1684516577000,312.762,429,54601
1495696166,2887713124,443,33202,TCP,1684516808000,2.959,13,5811
3407737164,2887713124,443,55652,TCP,1684516729000,86.974,44,7644
2887713124,134744072,40100,443,TCP,1684516577000,312.753,251,22917
2887713124,1495696166,33202,443,TCP,1684516808000,2.877,15,995
2887713124,3407737164,55652,443,TCP,1684516729000,87.073,50,3561
2887713124,2817256555,33776,443,TCP,1684516810000,34.987,18,1550
2887713124,2184912891,37038,443,TCP,1684516816000,31.006,15,1233
2817256555,2887713124,443,33776,TCP,1684516810000,34.76,15,4751
2184912891,2887713124,443,37038,TCP,1684516816000,30.723,12,4126
3116523079,2887713124,443,36260,TCP,1684516820000,46.881,30,8172
2887713124,3116523079,36260,443,TCP,1684516820000,47.066,27,2141
2887713124,3256780905,33998,443,TCP,1684516860000,31.683,17,1283
3256780905,2887713124,443,33998,TCP,1684516860000,31.267,14,3509
760880640,2887713124,443,41444,TCP,1684516869000,43.954,29,5839
1728198917,2887713124,443,39202,TCP,1684516897000,15.754,15,3487
134744072,2887713124,443,40100,TCP,1684516902000,11.433,25,2847
2887713124,760880640,41444,443,TCP,1684516869000,44.046,32,2772
2887713124,1728198917,39202,443,TCP,1684516897000,15.753,15,1390
2887713124,134744072,40100,443,TCP,1684516902000,11.438,15,1237
2887713124,603244703,34562,443,TCP,1684516930000,1.662,15,1242
2887713124,603244703,58488,443,TCP,1684516936000,2.462,16,1274
2887713124,603244703,34546,443,TCP,1684516924000,1.672,13,1179
2887713124,603244703,54780,443,TCP,1684516918000,1.687,14,1210
603244703,2887713124,443,34562,TCP,1684516930000,1.66,15,6677
603244703,2887713124,443,58488,TCP,1684516936000,2.459,16,6711
603244703,2887713124,443,34546,TCP,1684516924000,1.682,13,6613
603244703,2887713124,443,54780,TCP,1684516918000,1.679,14,6645
3110066731,2887713124,443,48892,TCP,1684516955000,31.089,13,4637
2338577992,2887713124,443,43146,TCP,1684516952000,11.354,16,6061
2887713124,3110066731,48892,443,TCP,1684516955000,31.274,18,1378
2887713124,2338577992,43146,443,TCP,1684516952000,11.298,18,1437
16777217,2887713124,443,39650,TCP,1684516960000,295.033,141,35933
134744072,2887713124,443,60106,TCP,1684516923000,336.344,421,58413
2887713124,16777217,39650,443,TCP,1684516960000,295.047,189,16510
2887713124,134744072,60106,443,TCP,1684516923000,336.33,259,23646
16777217,2887713124,443,39650,TCP,1684517274000,123.754,62,14974
134744072,2887713124,443,60106,TCP,1684517259000,143.672,171,22408
2887713124,16777217,39650,443,TCP,1684517274000,123.774,85,7200
2887713124,134744072,60106,443,TCP,1684517259000,143.444,106,9573
134744072,2887713124,443,60106,TCP,1684517403000,27.431,32,3785
16777217,2887713124,443,39650,TCP,1684517404000,188.906,81,18488
2887713124,16777217,39650,443,TCP,1684517404000,188.911,109,8923
1959440410,2887713124,443,39160,TCP,1684517590000,29.21,17,7797
2887713124,1959440410,39160,443,TCP,1684517590000,29.09,20,1623
2887713124,602137230,53682,443,TCP,1684517565000,51.214,29,2467
602137230,2887713124,443,53682,TCP,1684517565000,51.207,35,7127
134744072,2887713124,443,60106,TCP,1684517438000,338.175,396,50409
1607930677,2887713124,443,40030,TCP,1684517601000,58.777,27,8096
2887713124,134744072,60106,443,TCP,1684517403000,373.091,254,23329
2887713124,1607930677,40030,443,TCP,1684517601000,59.043,23,1908
2887713124,2737796528,58652,443,TCP,1684517635000,34.42,21,1616
2737796528,2887713124,443,58652,TCP,1684517635000,34.32,19,5773
134744072,2887713124,443,60106,TCP,1684517806000,0.0,3,96
1607930677,2887713124,443,46244,TCP,1684517792000,30.565,17,6641
2887713124,134744072,60106,443,TCP,1684517806000,0.011,3,120
2887713124,1607930677,46244,443,TCP,1684517792000,30.73,15,1156
3242611979,2887713124,443,40070,TCP,1684517794000,30.925,10,4874
2887713124,3242611979,40070,443,TCP,1684517794000,31.175,15,1233
3741648133,2887713124,443,59934,TCP,1684517796000,67.433,51,7041
2887713124,3741648133,59934,443,TCP,1684517796000,67.547,56,4242
2887713124,602137230,59210,443,TCP,1684517641000,303.43,189,17330
602137230,2887713124,443,59210,TCP,1684517641000,303.427,319,27602
3270640130,2887713124,443,34112,TCP,1684517835000,73.277,38,8421
2887713124,3270640130,34112,443,TCP,1684517835000,73.283,41,3595
3270640130,2887713124,443,36428,TCP,1684517949000,20.35,15,6521
3270640130,2887713124,443,50558,TCP,1684517970000,18.456,15,6193
3270640130,2887713124,443,56704,TCP,1684517913000,33.962,21,7046
2887713124,3270640130,36428,443,TCP,1684517949000,20.344,17,1459
2887713124,3270640130,50558,443,TCP,1684517970000,18.461,17,1336
2887713124,3270640130,56704,443,TCP,1684517913000,33.963,25,2088
1246898730,2887713124,443,57142,TCP,1684517981000,79.565,49,13025
3407737164,2887713124,443,45638,TCP,1684518070000,15.802,15,5443
2887713124,1246898730,57142,443,TCP,1684517981000,79.576,50,4509
2887713124,3407737164,45638,443,TCP,1684518070000,15.902,13,1159
2887713124,2817256555,47304,443,TCP,1684518073000,0.563,12,1156
2887713124,2297717106,36626,443,TCP,1684518080000,6.366,15,1271
2887713124,602137230,59210,443,TCP,1684517945000,115.915,57,5032
2887713124,2890106525,47598,443,TCP,1684518078000,11.205,19,1634
2817256555,2887713124,443,47304,TCP,1684518074000,0.539,10,4326
2297717106,2887713124,443,36626,TCP,1684518081000,6.35,13,6823
602137230,2887713124,443,59210,TCP,1684517945000,115.914,101,7081
2890106525,2887713124,443,47598,TCP,1684518078000,11.196,18,7667
3118770344,2887713124,443,37650,TCP,1684518061000,4.033,9,6190
3407737164,2887713124,443,45638,TCP,1684518101000,0.002,4,152
2887713124,3407737164,45638,443,TCP,1684518100000,0.098,5,148
2887713124,2817256555,47304,443,TCP,1684518104000,0.158,4,128
2887713124,2890106525,47598,443,TCP,1684518102000,0.201,3,221
2887713124,3118770344,37650,443,TCP,1684518061000,34.049,16,1309
2817256555,2887713124,443,47304,TCP,1684518104000,0.0,2,144
2890106525,2887713124,443,47598,TCP,1684518102000,0.195,3,585
3118770344,2887713124,443,37650,TCP,1684518095000,0.0,2,64
2456824066,2887713124,443,50314,TCP,1684518168000,15.802,17,9768
3110066731,2887713124,443,51996,TCP,1684518176000,31.017,12,4200
1607930677,2887713124,443,47032,TCP,1684518173000,30.782,17,6632
2887713124,2456824066,50314,443,TCP,1684518168000,15.803,21,1638
2887713124,3110066731,51996,443,TCP,1684518176000,31.232,16,1289
2887713124,1607930677,47032,443,TCP,1684518172000,30.948,16,1188
2887713124,3256780905,58768,443,TCP,1684518150000,31.42,17,1283
2887713124,2890106525,47598,443,TCP,1684518113000,63.104,22,1485
2887713124,1893015771,39930,443,TCP,1684518161000,31.133,18,1306
3256780905,2887713124,443,58768,TCP,1684518150000,31.128,14,3502
2890106525,2887713124,443,47598,TCP,1684518114000,63.096,21,3665
1893015771,2887713124,443,39930,TCP,1684518161000,31.034,19,5541
755707147,2887713124,443,42432,TCP,1684518203000,30.932,14,4112
2466199650,2887713124,443,33568,TCP,1684518193000,32.058,12,4657
2887713124,755707147,42432,443,TCP,1684518203000,31.092,14,1442
2887713124,2466199650,33568,443,TCP,1684518193000,32.308,15,1534
2887713124,2817256555,52638,443,TCP,1684518185000,30.843,14,1221
2887713124,2184912891,43238,443,TCP,1684518192000,30.761,15,1233
2817256555,2887713124,443,52638,TCP,1684518185000,30.68,9,4353
2184912891,2887713124,443,43238,TCP,1684518192000,30.573,9,4020
3741648133,2887713124,443,58924,TCP,1684518282000,34.03,36,5745
1959440410,2887713124,443,42412,TCP,1684518091000,233.195,116,34405
1607930677,2887713124,443,40644,TCP,1684518221000,30.714,16,6530
3586441056,2887713124,443,33498,TCP,1684518276000,31.329,17,6049
2887713124,3741648133,58924,443,TCP,1684518282000,34.118,35,3064
2887713124,1959440410,42412,443,TCP,1684518091000,233.143,137,11966
2887713124,1607930677,40644,443,TCP,1684518221000,30.88,14,1124
2887713124,3586441056,33498,443,TCP,1684518275000,31.587,17,1720
2887713124,2890106525,50060,443,TCP,1684518222000,72.738,31,2324
2887713124,83968767,49354,443,TCP,1684518211000,32.737,17,1601
2890106525,2887713124,443,50060,TCP,1684518222000,72.732,30,9364
83968767,2887713124,443,49354,TCP,1684518211000,32.483,14,7105
2456824066,2887713124,443,55570,TCP,1684518377000,13.345,13,9108
1959440410,2887713124,443,42412,TCP,1684518336000,70.011,26,6709
2887713124,2456824066,55570,443,TCP,1684518377000,13.347,16,1276
2887713124,1959440410,42412,443,TCP,1684518325000,80.955,35,2794
2456824066,2887713124,443,55480,TCP,1684518396000,47.546,43,12728
2887713124,2456824066,55480,443,TCP,1684518396000,47.548,48,3307
2456824066,2887713124,443,58556,TCP,1684518449000,50.713,37,13600
2887713124,2456824066,58556,443,TCP,1684518449000,50.713,45,3617
3741648133,2887713124,443,58924,TCP,1684518329000,371.267,272,26322
2887713124,3741648133,58924,443,TCP,1684518329000,371.353,335,24068
2456824066,2887713124,443,34362,TCP,1684518510000,190.95,137,32739
2887713124,2456824066,34362,443,TCP,1684518510000,191.008,139,12726
2456824066,2887713124,443,47586,TCP,1684518771000,19.901,16,9736
2456824066,2887713124,443,34810,TCP,1684518701000,65.654,39,14196
3741648133,2887713124,443,58924,TCP,1684518706000,98.024,53,5266
2887713124,2456824066,47586,443,TCP,1684518771000,19.904,23,1703
2887713124,2456824066,34810,443,TCP,1684518701000,65.657,49,3979
2887713124,3741648133,58924,443,TCP,1684518705000,98.111,67,4563
